,chinese,bella-31
,english,bella-31
,chinese,bellahsu00
,english,bellahsu00
,chinese_(mandarin),bellahuang0911
,english,bellahuang0911
,english,bellastay
,english,belleanrophia
,chinese_(mandarin),belleanrophia
,english,bellechen91108
,chinese,bellekk
somewhat,english,bellekk
fluently,chinese_(mandarin),benamao
somewhat,english,benamao
somewhat,korean,benamao
fluently,english,benbratsch
somewhat,chinese,benbratsch
,english,bencome6868
fluently,chinese,bencome6868
,english,bendysogood
,chinese,benitali
,english,benitali
somewhat,spanish,benitali
,english,benji23333
,chinese_(mandarin),benji23333
,french,benji23333
somewhat,english,bennychou
fluently,chinese,bennychou
,english,bennycool82
,english,bensonxtw
,english,beppe7819
,english,berlinhuang
,chinese,berlinhuang
,english,berniefox
,english,bernsiechen
,chinese,bernsiechen
fluently,english,bert-billie
fluently,dutch,bert-billie
fluently,french,bert-billie
somewhat,greek,bert-billie
fluently,german,bert-billie
,english,bert852
,english,beryleasel
,chinese,beryleasel
somewhat,korean,beryleasel
,english,bestofbritish94
,chinese_(mandarin),bestofbritish94
,french,bestofbritish94
,german,bestofbritish94
,english,betty80423
,chinese,betty80423
fluently,english,betty_bb
fluently,chinese,betty_bb
somewhat,german,betty_bb
,chinese,bettychen_taco
,english,bettycheng
fluently,english,bettychiou
,chinese,bettychiou
fluently,english,betweensilence
fluently,chinese,betweensilence
fluently,english,bexlee95
fluently,chinese,bexlee95
fluently,english,beyouself2011
fluently,chinese,beyouself2011
somewhat,german,beyouself2011
,english,bfatani
,english,bhebhe_jinky
fluently,english,bhomart
fluently,korean,bhomart
somewhat,chinese_(mandarin),bhomart
fluently,chinese,biancalecirque
somewhat,english,biancalecirque
,chinese_(mandarin),bianer
somewhat,english,bianer
,english,bibi_tsai
,chinese,bibi_tsai
,english,bibipi
somewhat,english,bibivi
fluently,chinese,bibivi
somewhat,japanese,bibivi
,english,bigboss_joe
,chinese,bigboss_joe
fluently,chinese,bigdan0124
fluently,english,bigdan0124
somewhat,english,bignohsu
fluently,chinese,bignohsu
,english,bigtinymiss
,chinese_(mandarin),bigtinymiss
somewhat,japanese,bigtinymiss
,english,billhsu
fluently,chinese_(mandarin),billyliu_taco
somewhat,english,billyliu_taco
somewhat,indonesian,billyliu_taco
,english,binger000
somewhat,english,bingoops
fluently,chinese,bingoops
,chinese_(mandarin),birdlyh
fluently,english,biscia767
fluently,italian,biscia767
,english,blackjercey
fluently,tagalog,blackrosescorpio
,english,blackrosescorpio
somewhat,chinese_(mandarin),blackrosescorpio
,chinese,blair_real
,english,blanchewilliam
,english,blazy_y
,chinese,blazy_y
fluently,english,blendmeister
fluently,chinese,blendmeister
,english,blessdone
,english,blizzard_man
fluently,english,bloo0125
fluently,chinese,bloo0125
,english,bloodeye7410
fluently,english,bluewater0221
somewhat,chinese,bluewater0221
,english,bobhaffy
,chinese,bobhaffy
somewhat,italian,bobhaffy
somewhat,japanese,bobhaffy
,chinese,boice_cnb
,english,boice_cnb
fluently,chinese_(mandarin),boltwalton
somewhat,english,boltwalton
fluently,chinese,bonizeng
somewhat,english,bonizeng
somewhat,english,bonniecai
fluently,chinese,bonniecai
somewhat,japanese,bonniecai
,chinese_(mandarin),bonnieregina
,english,bonnieregina
,japanese,bonnieregina
,chinese,bonniewang0202
somewhat,english,booker2134
fluently,chinese,booker2134
somewhat,french,booker2134
,chinese,boratsfriend
somewhat,english,boratsfriend
,english,born123
,chinese,born123
fluently,chinese_(mandarin),bow9arrow
fluently,english,bow9arrow
fluently,english,braats
,english,bratinellabratt
,english,braveplater
,chinese_(mandarin),breezefull
,chinese,brendawu_ic
fluently,english,brentink
somewhat,chinese,brentink
,english,brian_2017
,chinese,brian_fatih
,english,brian_fatih
,chinese,bringsean
,english,bringsean
,chinese_(mandarin),bristolmaple
somewhat,english,bristolmaple
fluently,english,brittany405
somewhat,portuguese,brittany405
somewhat,spanish,brittany405
,turkish,brkavd
,english,brkavd
fluently,english,broadgate2
somewhat,chinese_(mandarin),broadgate2
,english,brookchen
fluently,chinese,brucechaotw
somewhat,english,brucechaotw
fluently,english,brucewangthecat
somewhat,french,brucewangthecat
,english,bryancthesurf
,english,bsummer12
,chinese_(mandarin),bsummer12
,english,bubbl33333
,chinese,bubbl33333
,english,bubblesred_taco
fluently,english,bunnydreamer
fluently,chinese,bunnydreamer
somewhat,french,bunnydreamer
somewhat,english,bunnyvivi
fluently,chinese,bunnyvivi
somewhat,japanese,bunnyvivi
somewhat,spanish,bunnyvivi
somewhat,english,burglarna
fluently,chinese_(mandarin),burglarna
,english,burningchili3
fluently,chinese,bweeha
somewhat,english,bweeha
,chinese_(mandarin),caara0906
,english,caara0906
somewhat,english,cai0633
somewhat,japanese,cai0633
fluently,chinese,cai0633
,english,caitlin_1994
fluently,english,caittlinc
fluently,chinese,caittlinc
somewhat,russian,caittlinc
,english,calaiswelsh
,chinese,calaiswelsh
,chinese_(mandarin),californianne
,english,californianne
,english,camarada_taco
,english,camay-886
,chinese_(mandarin),camay-886
,english,camgaoge
somewhat,chinese_(mandarin),camgaoge
,english,camiiiii_l
,english,camillesmille
,chinese_(mandarin),camillesmille
somewhat,french,camillesmille
fluently,english,camkiwi
somewhat,chinese,camkiwi
fluently,english,canada_curtis
fluently,english,canada_panda
fluently,chinese_(cantonese),canada_panda
somewhat,chinese_(mandarin),canada_panda
,english,cancanhjk
,chinese_(mandarin),cancanhjk
fluently,chinese_(mandarin),candice1208
,english,candice1208
,english,candod
,english,candy2998738
,english,candy88fromspace
,chinese_(mandarin),candy88fromspace
,chinese,candychu
,english,candychuchu
,english,candytsai
,chinese,candytsai
somewhat,english,candyyu
fluently,chinese,candyyu
fluently,english,cantai
fluently,chinese,cantai
,english,canterbury3027
,chinese,canterbury3027
,english,canuguessit
,chinese_(mandarin),canuguessit
,korean,canuguessit
somewhat,english,caped76
fluently,spanish,caped76
,english,capfa
,japanese,capfa
,english,carinnanana
fluently,spanish,carlos88b
fluently,french,carlos88b
fluently,english,carlos88b
fluently,chinese_(mandarin),carlos88b
somewhat,korean,carlos88b
fluently,english,carlos_enrique
fluently,spanish,carlos_enrique
somewhat,french,carlos_enrique
,english,carol0220
,english,carol1229
,chinese,carol1229
somewhat,english,carol5290
fluently,chinese,carol5290
somewhat,japanese,carol5290
,english,carolina00326
,chinese,carolinachangtw
,english,carolinachangtw
,chinese,caroline9112
,english,carpidiemeow
,english,carrie-yeh
,english,carrielin28
,chinese,carrielin28
,english,cartrishe
fluently,english,casabon22
fluently,chinese,casabon22
,english,caseyjvh
somewhat,german,caseyjvh
fluently,english,caseyrosalie
somewhat,spanish,caseyrosalie
,english,cash19850701
fluently,english,casperolipan
,english,cassiehung
,chinese,cassiehung
,japanese,cassiehung
,english,cassiezu
,chinese_(mandarin),cat_in_the_sky
,english,cat_in_the_sky
fluently,chinese,cat_terrylee
somewhat,japanese,cat_terrylee
somewhat,english,cat_terrylee
somewhat,english,catcalifornia
,chinese,catcalifornia
,english,catherine0207
,french,catherinehsu1978
,english,catherinehsu1978
,chinese,catherinehsu1978
,english,cathy830705t
somewhat,english,cathy871
fluently,chinese,cathy871
fluently,english,cathycelia
somewhat,spanish,cathycelia
fluently,chinese,cathycelia
,english,cathyluvvv
,english,catsofat
fluently,chinese_(mandarin),cbhuang
,english,cbhuang
,english,cclani
,english,cct2046
,chinese_(mandarin),cct2046
,english,ceciliababy524
fluently,chinese,ceciliayothecat
somewhat,spanish,ceciliayothecat
somewhat,english,ceciliayothecat
,english,cecillealias
,english,cecily_huang
fluently,english,cecima
fluently,chinese,cecima
somewhat,spanish,cecima
somewhat,italian,cecima
,english,ceeceeyt
,chinese,ceeceeyt
,japanese,ceeceeyt
somewhat,english,celestial0230
fluently,chinese,celestial0230
somewhat,c++,celestial0230
,chinese,celiacw
,english,celiacw
,spanish,celiacw
,english,celiahoneylin
,english,celiayang0911
,english,celline78
,english,cess_18
,chinese,cgihs
somewhat,english,cgihs
,english,ch263
,chinese,ch263
,german,ch263
fluently,english,chabichou88
fluently,chinese,chabichou88
somewhat,french,chabichou88
,english,chacha_keita
somewhat,english,chalieyeah
fluently,chinese_(mandarin),chalieyeah
,english,chamkimberly
,english,chandankumar1993
,chinese,chandankumar1993
,english,chandra161
,english,chang927
,chinese,chang927
,japanese,chang927
,english,changcandy
,chinese,changcandy
,chinese,changyuchuan
,chinese_(mandarin),chantallu
,english,chantallu
somewhat,chinese_(cantonese),chantallu
somewhat,german,chantallu
,english,chantaltsai
fluently,english,chantalwang
fluently,chinese,chantalwang
fluently,english,chante_line
fluently,chinese,chante_line
,english,chanxer
,chinese,chanxer
,chinese_(mandarin),chanyao
,english,chanyao
somewhat,english,chaosbear75
fluently,chinese,chaosbear75
,french,chardy155
,english,chardy155
somewhat,spanish,chardy155
,english,charlemagnev2
,spanish,charlemagnev2
fluently,english,charlene7155
fluently,chinese_(mandarin),charlene7155
fluently,english,charles1879
fluently,chinese_(mandarin),charles1879
,english,charlesjiin
,english,charlesm888
,chinese,charlesm888
,french,charlesm888
somewhat,english,charleswei_0121
fluently,chinese,charleswei_0121
fluently,english,charleswu
fluently,chinese,charleswu
,chinese,charliejialin
,english,charliejialin
,english,charlinehuang
,english,charlinetu
,english,charlottelin221
fluently,english,chchdd
fluently,chinese_(mandarin),chchdd
somewhat,japanese,chchdd
,english,checatthecat
,english,cheecheer
,english,chelsie-me
,english,chen-ting
,english,chen811101
,english,chenassc
,chinese,chenassc
somewhat,english,chenchen38
fluently,chinese,chenchen38
somewhat,french,chenchen38
,english,chenchienn
,chinese,chengfangwu_526
somewhat,english,chengfangwu_526
fluently,chinese_(cantonese),chengjiaming321
fluently,chinese,chenglichia
somewhat,english,chenglichia
,english,chenhungju
,chinese,chenhungju
,english,chenpohan0411
fluently,chinese,chenpohan0411
,english,chenweiyan
fluently,chinese,chenyaou
somewhat,english,chenyaou
,english,cherryjudy1982
,tagalog,cherryjudy1982
,english,cherryrj
,chinese_(mandarin),cherryrj
fluently,english,chetflaum
somewhat,chinese,chetflaum
fluently,english,cheyulin
fluently,chinese,cheyulin
,english,chi0514
,chinese,chi23456
,english,chi23456
,english,chi_c
somewhat,english,chia-chi
fluently,chinese,chia-chi
somewhat,japanese,chia-chi
,english,chia-chia
fluently,english,chiachen_carol
fluently,chinese,chiachen_carol
somewhat,korean,chiachen_carol
somewhat,japanese,chiachen_carol
,chinese_(mandarin),chiachienju
,english,chiahung0301
,english,chiang215
,english,chiao_taco
,english,chiaohsuan_clara
,chinese,chiaohsuan_clara
,italian,chiaohsuan_clara
,english,chiawei_taco
somewhat,english,chiayi0811
fluently,chinese,chiayi0811
,english,chicachica-ks
,chinese,chicachica-ks
,english,chie90
fluently,chinese_(mandarin),chie90
,english,chief_m
somewhat,english,chienhuiliao
fluently,chinese,chienhuiliao
somewhat,english,chienlee
fluently,chinese,chienlee
,english,chifangchu
fluently,english,chigsu
fluently,chinese,chigsu
somewhat,english,childliketw
fluently,chinese,childliketw
fluently,english,chilin127
fluently,chinese,chilin127
fluently,english,chimpchampthecat
somewhat,chinese,chimpchampthecat
,chinese,chin-tang
somewhat,armenian,chin-tang
fluently,english,chiner
fluently,chinese,chiner
,english,chineseviolet
,english,ching40
,chinese_(mandarin),ching413
,english,ching413
somewhat,english,ching_traveler
,chinese_(mandarin),ching_traveler
fluently,english,chingchingchang
fluently,chinese,chingchingchang
,english,chinghsin1
,english,chinghuic
,english,chinita33phil
,chinese,chinnysu
,english,chinnysu
,english,chirschirs
,english,chitan8123
,chinese_(mandarin),chitan8123
,english,chiuchiu327
,chinese,chiuchiu327
,chinese,chiutin
,chinese_(mandarin),chiutin
,english,chiuyitin
,english,chloechueh
