id,lookingFor,metric,username
3,18,min_age,abeeeeeeeee0301
4,32,max_age,abeeeeeeeee0301
0,new_friends,Relationship,abelmix_great
1,long_term_dating,Relationship,abelmix_great
2,short_term_dating,Relationship,abelmix_great
3,30,min_age,abelmix_great
4,38,max_age,abelmix_great
0,new_friends,Relationship,abigail0730
1,40,min_age,abigail0730
2,50,max_age,abigail0730
0,new_friends,Relationship,abraham_lim
1,long_term_dating,Relationship,abraham_lim
2,short_term_dating,Relationship,abraham_lim
3,21,min_age,abraham_lim
4,44,max_age,abraham_lim
0,new_friends,Relationship,acalone
1,long_term_dating,Relationship,acalone
2,short_term_dating,Relationship,acalone
3,22,min_age,acalone
4,34,max_age,acalone
0,new_friends,Relationship,aceuphisleev
1,long_term_dating,Relationship,aceuphisleev
2,short_term_dating,Relationship,aceuphisleev
3,18,min_age,aceuphisleev
4,29,max_age,aceuphisleev
0,new_friends,Relationship,aclin
1,long_term_dating,Relationship,aclin
2,29,min_age,aclin
3,40,max_age,aclin
0,new_friends,Relationship,ada7210
1,long_term_dating,Relationship,ada7210
2,short_term_dating,Relationship,ada7210
3,33,min_age,ada7210
4,52,max_age,ada7210
0,new_friends,Relationship,adad404070599
1,long_term_dating,Relationship,adad404070599
2,short_term_dating,Relationship,adad404070599
3,18,min_age,adad404070599
4,30,max_age,adad404070599
0,new_friends,Relationship,adaline-29
1,18,min_age,adaline-29
2,52,max_age,adaline-29
0,new_friends,Relationship,adam123adam123ad
1,long_term_dating,Relationship,adam123adam123ad
2,short_term_dating,Relationship,adam123adam123ad
3,18,min_age,adam123adam123ad
4,37,max_age,adam123adam123ad
0,new_friends,Relationship,adamhouse
1,28,min_age,adamhouse
2,72,max_age,adamhouse
0,long_term_dating,Relationship,adaminamada
1,24,min_age,adaminamada
2,30,max_age,adaminamada
0,new_friends,Relationship,adashih
1,33,min_age,adashih
2,92,max_age,adashih
0,new_friends,Relationship,adchuckle
1,long_term_dating,Relationship,adchuckle
2,short_term_dating,Relationship,adchuckle
3,28,min_age,adchuckle
4,39,max_age,adchuckle
0,new_friends,Relationship,addbow
1,long_term_dating,Relationship,addbow
2,short_term_dating,Relationship,addbow
3,18,min_age,addbow
4,40,max_age,addbow
0,new_friends,Relationship,adiliang
1,long_term_dating,Relationship,adiliang
2,27,min_age,adiliang
3,40,max_age,adiliang
0,new_friends,Relationship,adjem80
1,long_term_dating,Relationship,adjem80
2,short_term_dating,Relationship,adjem80
3,20,min_age,adjem80
4,38,max_age,adjem80
0,new_friends,Relationship,adorablemj
1,long_term_dating,Relationship,adorablemj
2,19,min_age,adorablemj
3,34,max_age,adorablemj
0,new_friends,Relationship,adornofangirl
1,22,min_age,adornofangirl
2,60,max_age,adornofangirl
0,long_term_dating,Relationship,adriaanw
1,28,min_age,adriaanw
2,38,max_age,adriaanw
0,new_friends,Relationship,adventurer919
1,long_term_dating,Relationship,adventurer919
2,short_term_dating,Relationship,adventurer919
3,23,min_age,adventurer919
4,35,max_age,adventurer919
0,new_friends,Relationship,adycarol
1,long_term_dating,Relationship,adycarol
2,27,min_age,adycarol
3,40,max_age,adycarol
0,new_friends,Relationship,adzukiwei
1,long_term_dating,Relationship,adzukiwei
2,short_term_dating,Relationship,adzukiwei
3,21,min_age,adzukiwei
4,42,max_age,adzukiwei
0,new_friends,Relationship,aelanbelle
1,long_term_dating,Relationship,aelanbelle
2,30,min_age,aelanbelle
3,54,max_age,aelanbelle
0,new_friends,Relationship,aex1019
1,long_term_dating,Relationship,aex1019
2,short_term_dating,Relationship,aex1019
3,casual_sex,Relationship,aex1019
4,19,min_age,aex1019
5,34,max_age,aex1019
0,new_friends,Relationship,afgreyhtrgh
1,36,min_age,afgreyhtrgh
2,49,max_age,afgreyhtrgh
0,new_friends,Relationship,afo02e
1,short_term_dating,Relationship,afo02e
2,30,min_age,afo02e
3,40,max_age,afo02e
0,new_friends,Relationship,afrading
1,long_term_dating,Relationship,afrading
2,short_term_dating,Relationship,afrading
3,20,min_age,afrading
4,40,max_age,afrading
0,new_friends,Relationship,africanboycute
1,long_term_dating,Relationship,africanboycute
2,short_term_dating,Relationship,africanboycute
3,casual_sex,Relationship,africanboycute
4,22,min_age,africanboycute
5,46,max_age,africanboycute
0,new_friends,Relationship,afryshortofa
1,long_term_dating,Relationship,afryshortofa
2,short_term_dating,Relationship,afryshortofa
3,23,min_age,afryshortofa
4,32,max_age,afryshortofa
0,new_friends,Relationship,agggieee
1,long_term_dating,Relationship,agggieee
2,short_term_dating,Relationship,agggieee
3,31,min_age,agggieee
4,40,max_age,agggieee
0,new_friends,Relationship,aguis615
1,long_term_dating,Relationship,aguis615
2,33,min_age,aguis615
3,45,max_age,aguis615
0,new_friends,Relationship,ai10nelson
1,long_term_dating,Relationship,ai10nelson
2,short_term_dating,Relationship,ai10nelson
3,21,min_age,ai10nelson
4,26,max_age,ai10nelson
0,new_friends,Relationship,aiannatheangel
1,long_term_dating,Relationship,aiannatheangel
2,short_term_dating,Relationship,aiannatheangel
3,30,min_age,aiannatheangel
4,56,max_age,aiannatheangel
0,new_friends,Relationship,aiden-teng
1,long_term_dating,Relationship,aiden-teng
2,20,min_age,aiden-teng
3,30,max_age,aiden-teng
0,new_friends,Relationship,aidinred
1,long_term_dating,Relationship,aidinred
2,short_term_dating,Relationship,aidinred
3,18,min_age,aidinred
4,38,max_age,aidinred
0,new_friends,Relationship,ailisia
1,32,min_age,ailisia
2,46,max_age,ailisia
0,new_friends,Relationship,ailsayj
1,long_term_dating,Relationship,ailsayj
2,short_term_dating,Relationship,ailsayj
3,24,min_age,ailsayj
4,54,max_age,ailsayj
0,new_friends,Relationship,aini0229
1,long_term_dating,Relationship,aini0229
2,20,min_age,aini0229
3,24,max_age,aini0229
0,new_friends,Relationship,airenefromspace
1,long_term_dating,Relationship,airenefromspace
2,short_term_dating,Relationship,airenefromspace
3,21,min_age,airenefromspace
4,44,max_age,airenefromspace
0,new_friends,Relationship,airheadvera
1,35,min_age,airheadvera
2,53,max_age,airheadvera
0,new_friends,Relationship,airmax369
1,long_term_dating,Relationship,airmax369
2,short_term_dating,Relationship,airmax369
3,20,min_age,airmax369
4,40,max_age,airmax369
0,new_friends,Relationship,aituwan
1,long_term_dating,Relationship,aituwan
2,short_term_dating,Relationship,aituwan
3,casual_sex,Relationship,aituwan
4,18,min_age,aituwan
5,24,max_age,aituwan
0,new_friends,Relationship,ajaysingh11
1,21,min_age,ajaysingh11
2,42,max_age,ajaysingh11
0,new_friends,Relationship,ak_bklyn
1,long_term_dating,Relationship,ak_bklyn
2,short_term_dating,Relationship,ak_bklyn
3,19,min_age,ak_bklyn
4,30,max_age,ak_bklyn
0,new_friends,Relationship,akico-lo
1,long_term_dating,Relationship,akico-lo
2,short_term_dating,Relationship,akico-lo
3,24,min_age,akico-lo
4,50,max_age,akico-lo
0,new_friends,Relationship,akim465
1,long_term_dating,Relationship,akim465
2,short_term_dating,Relationship,akim465
3,22,min_age,akim465
4,48,max_age,akim465
0,new_friends,Relationship,akkiimania
1,long_term_dating,Relationship,akkiimania
2,short_term_dating,Relationship,akkiimania
3,21,min_age,akkiimania
4,28,max_age,akkiimania
0,new_friends,Relationship,akosijoyce
1,28,min_age,akosijoyce
2,45,max_age,akosijoyce
0,new_friends,Relationship,aksahu_taco
1,long_term_dating,Relationship,aksahu_taco
2,short_term_dating,Relationship,aksahu_taco
3,21,min_age,aksahu_taco
4,30,max_age,aksahu_taco
0,new_friends,Relationship,alan1108
1,long_term_dating,Relationship,alan1108
2,short_term_dating,Relationship,alan1108
3,22,min_age,alan1108
4,35,max_age,alan1108
0,new_friends,Relationship,alanbryan
1,long_term_dating,Relationship,alanbryan
2,short_term_dating,Relationship,alanbryan
3,19,min_age,alanbryan
4,34,max_age,alanbryan
0,new_friends,Relationship,alanchangthecat
1,long_term_dating,Relationship,alanchangthecat
2,short_term_dating,Relationship,alanchangthecat
3,casual_sex,Relationship,alanchangthecat
4,20,min_age,alanchangthecat
5,40,max_age,alanchangthecat
0,new_friends,Relationship,alansdarry
1,long_term_dating,Relationship,alansdarry
2,short_term_dating,Relationship,alansdarry
3,50,min_age,alansdarry
4,60,max_age,alansdarry
0,new_friends,Relationship,alberthsu
1,long_term_dating,Relationship,alberthsu
2,short_term_dating,Relationship,alberthsu
3,24,min_age,alberthsu
4,35,max_age,alberthsu
0,new_friends,Relationship,albertshaw
1,long_term_dating,Relationship,albertshaw
2,short_term_dating,Relationship,albertshaw
3,casual_sex,Relationship,albertshaw
4,18,min_age,albertshaw
5,26,max_age,albertshaw
0,new_friends,Relationship,alex11112_taco
1,long_term_dating,Relationship,alex11112_taco
2,short_term_dating,Relationship,alex11112_taco
3,19,min_age,alex11112_taco
4,34,max_age,alex11112_taco
0,new_friends,Relationship,alexander1404
1,long_term_dating,Relationship,alexander1404
2,short_term_dating,Relationship,alexander1404
3,18,min_age,alexander1404
4,26,max_age,alexander1404
0,new_friends,Relationship,alexguo5566
1,long_term_dating,Relationship,alexguo5566
2,short_term_dating,Relationship,alexguo5566
3,casual_sex,Relationship,alexguo5566
4,18,min_age,alexguo5566
5,45,max_age,alexguo5566
0,new_friends,Relationship,alexleech
1,long_term_dating,Relationship,alexleech
2,short_term_dating,Relationship,alexleech
3,18,min_age,alexleech
4,32,max_age,alexleech
0,new_friends,Relationship,alexsky123
1,long_term_dating,Relationship,alexsky123
2,short_term_dating,Relationship,alexsky123
3,21,min_age,alexsky123
4,34,max_age,alexsky123
0,new_friends,Relationship,alfielin
1,22,min_age,alfielin
2,40,max_age,alfielin
0,new_friends,Relationship,alfiesinger
1,long_term_dating,Relationship,alfiesinger
2,short_term_dating,Relationship,alfiesinger
3,25,min_age,alfiesinger
4,40,max_age,alfiesinger
0,new_friends,Relationship,alialicehuang
1,long_term_dating,Relationship,alialicehuang
2,short_term_dating,Relationship,alialicehuang
3,23,min_age,alialicehuang
4,52,max_age,alialicehuang
0,new_friends,Relationship,alice682376
1,long_term_dating,Relationship,alice682376
2,short_term_dating,Relationship,alice682376
3,18,min_age,alice682376
4,26,max_age,alice682376
0,new_friends,Relationship,alice_1010
1,long_term_dating,Relationship,alice_1010
2,short_term_dating,Relationship,alice_1010
3,18,min_age,alice_1010
4,20,max_age,alice_1010
0,new_friends,Relationship,alicechen0804
1,long_term_dating,Relationship,alicechen0804
2,short_term_dating,Relationship,alicechen0804
3,18,min_age,alicechen0804
4,38,max_age,alicechen0804
0,new_friends,Relationship,ponnzzyy
1,long_term_dating,Relationship,ponnzzyy
2,short_term_dating,Relationship,ponnzzyy
3,19,min_age,ponnzzyy
4,34,max_age,ponnzzyy
0,new_friends,Relationship,alicelibra
1,23,min_age,alicelibra
2,42,max_age,alicelibra
0,new_friends,Relationship,alicepear
1,long_term_dating,Relationship,alicepear
2,27,min_age,alicepear
3,36,max_age,alicepear
0,new_friends,Relationship,aliceroos
1,long_term_dating,Relationship,aliceroos
2,short_term_dating,Relationship,aliceroos
3,25,min_age,aliceroos
4,58,max_age,aliceroos
0,new_friends,Relationship,alicewu340
1,long_term_dating,Relationship,alicewu340
2,20,min_age,alicewu340
3,38,max_age,alicewu340
0,new_friends,Relationship,aliceyangthecat
1,long_term_dating,Relationship,aliceyangthecat
2,short_term_dating,Relationship,aliceyangthecat
3,33,min_age,aliceyangthecat
4,46,max_age,aliceyangthecat
0,new_friends,Relationship,aliceyellow
1,long_term_dating,Relationship,aliceyellow
2,25,min_age,aliceyellow
3,40,max_age,aliceyellow
0,new_friends,Relationship,alicia77220
1,long_term_dating,Relationship,alicia77220
2,short_term_dating,Relationship,alicia77220
3,21,min_age,alicia77220
4,42,max_age,alicia77220
0,new_friends,Relationship,aliciainhouse
1,long_term_dating,Relationship,aliciainhouse
2,25,min_age,aliciainhouse
3,40,max_age,aliciainhouse
0,new_friends,Relationship,alicialeethecat
1,long_term_dating,Relationship,alicialeethecat
2,28,min_age,alicialeethecat
3,40,max_age,alicialeethecat
0,new_friends,Relationship,alinanan
1,long_term_dating,Relationship,alinanan
2,24,min_age,alinanan
3,30,max_age,alinanan
0,new_friends,Relationship,alisamba
1,long_term_dating,Relationship,alisamba
2,short_term_dating,Relationship,alisamba
3,26,min_age,alisamba
4,64,max_age,alisamba
0,new_friends,Relationship,alison_chen_27
1,long_term_dating,Relationship,alison_chen_27
2,short_term_dating,Relationship,alison_chen_27
3,20,min_age,alison_chen_27
4,40,max_age,alison_chen_27
0,new_friends,Relationship,alisonworld
1,long_term_dating,Relationship,alisonworld
2,short_term_dating,Relationship,alisonworld
3,22,min_age,alisonworld
4,35,max_age,alisonworld
0,new_friends,Relationship,alivefreedom
1,long_term_dating,Relationship,alivefreedom
2,24,min_age,alivefreedom
3,32,max_age,alivefreedom
0,new_friends,Relationship,alka2016
1,long_term_dating,Relationship,alka2016
2,short_term_dating,Relationship,alka2016
3,35,min_age,alka2016
4,76,max_age,alka2016
0,new_friends,Relationship,allan1010
1,long_term_dating,Relationship,allan1010
2,short_term_dating,Relationship,allan1010
3,18,min_age,allan1010
4,34,max_age,allan1010
0,new_friends,Relationship,allan31770
1,long_term_dating,Relationship,allan31770
2,short_term_dating,Relationship,allan31770
3,18,min_age,allan31770
4,25,max_age,allan31770
0,new_friends,Relationship,allenchien
1,long_term_dating,Relationship,allenchien
2,short_term_dating,Relationship,allenchien
3,18,min_age,allenchien
4,35,max_age,allenchien
0,new_friends,Relationship,allenleethecat
1,long_term_dating,Relationship,allenleethecat
2,short_term_dating,Relationship,allenleethecat
3,19,min_age,allenleethecat
4,28,max_age,allenleethecat
0,new_friends,Relationship,allentai
1,long_term_dating,Relationship,allentai
2,short_term_dating,Relationship,allentai
3,18,min_age,allentai
4,40,max_age,allentai
0,new_friends,Relationship,allenyj
1,long_term_dating,Relationship,allenyj
2,short_term_dating,Relationship,allenyj
3,23,min_age,allenyj
4,48,max_age,allenyj
0,new_friends,Relationship,allison_wu
1,long_term_dating,Relationship,allison_wu
2,short_term_dating,Relationship,allison_wu
3,20,min_age,allison_wu
4,40,max_age,allison_wu
0,new_friends,Relationship,allisonchien
1,19,min_age,allisonchien
2,34,max_age,allisonchien
0,new_friends,Relationship,allyhsu
1,long_term_dating,Relationship,allyhsu
2,short_term_dating,Relationship,allyhsu
3,casual_sex,Relationship,allyhsu
4,24,min_age,allyhsu
5,32,max_age,allyhsu
0,new_friends,Relationship,almaalva
1,long_term_dating,Relationship,almaalva
2,short_term_dating,Relationship,almaalva
3,47,min_age,almaalva
4,60,max_age,almaalva
0,new_friends,Relationship,alqlion
1,long_term_dating,Relationship,alqlion
2,short_term_dating,Relationship,alqlion
3,24,min_age,alqlion
4,40,max_age,alqlion
0,new_friends,Relationship,alston990
1,long_term_dating,Relationship,alston990
2,short_term_dating,Relationship,alston990
3,28,min_age,alston990
4,70,max_age,alston990
0,new_friends,Relationship,always-lost-tx
1,short_term_dating,Relationship,always-lost-tx
2,20,min_age,always-lost-tx
3,40,max_age,always-lost-tx
0,long_term_dating,Relationship,alwayssweety
1,28,min_age,alwayssweety
2,42,max_age,alwayssweety
0,new_friends,Relationship,alywilliam
1,long_term_dating,Relationship,alywilliam
2,short_term_dating,Relationship,alywilliam
3,30,min_age,alywilliam
4,54,max_age,alywilliam
0,new_friends,Relationship,amandaamarilla
1,long_term_dating,Relationship,amandaamarilla
2,short_term_dating,Relationship,amandaamarilla
3,30,min_age,amandaamarilla
4,40,max_age,amandaamarilla
0,new_friends,Relationship,amandalu617
1,long_term_dating,Relationship,amandalu617
2,short_term_dating,Relationship,amandalu617
3,23,min_age,amandalu617
4,45,max_age,amandalu617
0,new_friends,Relationship,amandapersue
1,27,min_age,amandapersue
2,46,max_age,amandapersue
0,new_friends,Relationship,amandawutaipei
1,long_term_dating,Relationship,amandawutaipei
2,short_term_dating,Relationship,amandawutaipei
3,30,min_age,amandawutaipei
4,50,max_age,amandawutaipei
0,new_friends,Relationship,amandylee
1,long_term_dating,Relationship,amandylee
2,short_term_dating,Relationship,amandylee
3,20,min_age,amandylee
4,40,max_age,amandylee
0,new_friends,Relationship,amaranthine6
1,long_term_dating,Relationship,amaranthine6
2,35,min_age,amaranthine6
3,45,max_age,amaranthine6
0,new_friends,Relationship,amay724
1,long_term_dating,Relationship,amay724
2,short_term_dating,Relationship,amay724
3,28,min_age,amay724
4,42,max_age,amay724
0,new_friends,Relationship,amber_hi_43
1,long_term_dating,Relationship,amber_hi_43
2,short_term_dating,Relationship,amber_hi_43
3,18,min_age,amber_hi_43
4,30,max_age,amber_hi_43
0,new_friends,Relationship,amberbaby35612
1,long_term_dating,Relationship,amberbaby35612
2,short_term_dating,Relationship,amberbaby35612
3,18,min_age,amberbaby35612
4,25,max_age,amberbaby35612
0,new_friends,Relationship,amberfang
1,long_term_dating,Relationship,amberfang
2,short_term_dating,Relationship,amberfang
3,23,min_age,amberfang
4,38,max_age,amberfang
0,new_friends,Relationship,amberfang0808
1,long_term_dating,Relationship,amberfang0808
2,short_term_dating,Relationship,amberfang0808
3,21,min_age,amberfang0808
4,44,max_age,amberfang0808
0,new_friends,Relationship,amberhsu923
1,long_term_dating,Relationship,amberhsu923
2,short_term_dating,Relationship,amberhsu923
3,22,min_age,amberhsu923
4,46,max_age,amberhsu923
0,new_friends,Relationship,amberhuang
1,long_term_dating,Relationship,amberhuang
2,short_term_dating,Relationship,amberhuang
3,18,min_age,amberhuang
4,35,max_age,amberhuang
0,new_friends,Relationship,amberki1120
1,19,min_age,amberki1120
2,34,max_age,amberki1120
0,new_friends,Relationship,amberlin731
1,long_term_dating,Relationship,amberlin731
2,short_term_dating,Relationship,amberlin731
3,34,min_age,amberlin731
4,42,max_age,amberlin731
0,new_friends,Relationship,amberliu530
1,long_term_dating,Relationship,amberliu530
2,30,min_age,amberliu530
3,45,max_age,amberliu530
0,new_friends,Relationship,ambertrishumay
1,long_term_dating,Relationship,ambertrishumay
2,short_term_dating,Relationship,ambertrishumay
3,25,min_age,ambertrishumay
4,40,max_age,ambertrishumay
0,new_friends,Relationship,amberyucp
1,long_term_dating,Relationship,amberyucp
2,short_term_dating,Relationship,amberyucp
3,18,min_age,amberyucp
4,23,max_age,amberyucp
0,new_friends,Relationship,ambreeeeeeeeee
1,long_term_dating,Relationship,ambreeeeeeeeee
2,30,min_age,ambreeeeeeeeee
3,40,max_age,ambreeeeeeeeee
0,long_term_dating,Relationship,americanteach
1,short_term_dating,Relationship,americanteach
2,25,min_age,americanteach
3,40,max_age,americanteach
0,new_friends,Relationship,amersha
