birthDateDay,birthDateMonth,birthDateYear,bodytype,cats,childrenHave,childrenWant,diet,dogs,drinking,drugs,educationModifier,educationValue,gender,heightCm,locationCountryCode,locationFormatted,monogamous,orientation,religionModifier,religionValue,sign,smoking,status,username,weed
25,5,1978,fit,,doesnt_have,might_want,,,socially,never,,university,man,176,tw,kao-hsiung-ka,,straight,but_its_not_important,agnosticism,gemini,no,single,ferasq,
27,11,1986,,,,,,,,never,dropped_out_of,university,woman,167,tw,taipei,,straight,,,sagittarius,no,single,ferrieinthewind,
13,10,1987,,,,,,,,never,,post_grad,man,0,tw,,,gay,,,,,single,festal1987,
29,9,1982,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,fev01,
25,12,1979,fit,,,,,,,never,,,man,188,tw,taipei,,straight,,,,,single,ff5454,
27,4,1987,,,doesnt_have,,omnivore,,socially,never,working_on,post_grad,man,180,tw,sung-shan,,straight,,atheism,taurus,no,single,ffelixx,
8,8,1995,average_build,,doesnt_have,wants,,,,never,,,woman,162,tw,kao-hsiung-ka,,straight,,,,no,single,ffm123cindy,
23,11,1982,average_build,,,,,,socially,never,,university,man,0,tw,taipei,,straight,,,sagittarius,no,single,ffooxxman,
27,2,1984,rather_not_say,,,,,has_dogs,often,never,,university,woman,0,tw,taipei,,straight,,christianity,pisces,,single,fifi227,
29,3,1973,curvy,,has,doesnt_want,omnivore,,not_at_all,never,,two_year_college,woman,157,tw,hsin-chu,monogamous,straight,,catholicism,aries,no,single,filipinamania,
4,12,1970,average_build,,,,,,socially,never,,university,woman,163,tw,feng-shan,,straight,,,,no,single,findthemagic,
9,8,1979,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,fion88,
3,7,1990,,,,,,,,,,,man,0,tw,,,straight,,,,,single,firemanlin,
10,4,1994,fit,,,,omnivore,,socially,never,,university,man,178,tw,taipei,,straight,,,,no,single,firerainy,
22,2,1978,average_build,,doesnt_have,wants,omnivore,,socially,never,,university,man,168,tw,taipei,monogamous,straight,and_laughing_about_it,agnosticism,pisces,no,single,firewindshadow,
1,8,1983,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,firewoodforest,
29,3,1982,overweight,,,,,,not_at_all,never,working_on,post_grad,woman,163,tw,erh-fen-pu,monogamous,straight,,christianity,aries,no,single,fishsun,
16,11,1984,,,,,,,,,,,woman,0,tw,ping-tung,,straight,,,,,single,fishvicky,
12,9,1956,fit,,has,doesnt_want,omnivore,,socially,never,,post_grad,man,175,tw,taipei,monogamous,straight,but_its_not_important,atheism,,no,single,fitn2015,
22,4,1945,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,fiupauser,
21,10,1979,,,doesnt_have,,,has_dogs,socially,,,,woman,160,tw,taipei,,straight,,,libra,no,single,fkuo6,
23,10,1990,fit,,doesnt_have,might_want,omnivore,,socially,never,,post_grad,woman,162,tw,taipei,monogamous,straight,and_laughing_about_it,agnosticism,scorpio,no,single,flaneuses,
15,3,1989,fit,,,,,,socially,never,,,man,192,tw,taipei,,straight,,,pisces,no,single,flophil,
30,12,1996,,,,,,,not_at_all,never,,university,woman,160,tw,chu-tung,,straight,,,,no,single,floraaaaaaa,
1,11,1985,average_build,,,,,,socially,never,,,man,178,tw,nan-mei,,straight,,,,no,single,floxrudem,
8,10,1988,curvy,,doesnt_have,wants,,,socially,never,,university,woman,158,tw,sha-lu,monogamous,straight,,,libra,no,single,flyatddd,
22,11,1990,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,flyfly-o-matic,
13,9,1980,curvy,,,,,,socially,never,,,woman,168,tw,taipei,,straight,,,,no,single,flyindanz,
6,1,1976,,,,,,,,never,,,woman,161,tw,taipei,monogamous,straight,,,,no,single,flyinghoney,
1,7,1983,average_build,,doesnt_have,,omnivore,,socially,never,,university,man,167,tw,taipei,,straight,,,cancer,no,single,flyinlove,
20,5,1992,,,,,,,,,,,man,180,tw,taipei,,straight,,,,no,single,flyn_t,
1,1,1980,fit,,doesnt_have,,omnivore,,socially,never,dropped_out_of,university,man,165,tw,taipei,,straight,but_its_not_important,other,,no,single,flywithbirds,
2,6,1993,,,,,,,socially,never,,university,woman,165,tw,pu-chien,,bisexual,,,gemini,no,single,foodisbae114,
23,9,1956,thin,,,,,,often,never,,,man,172,tw,taipei,,straight,,,,,single,formosa,
23,12,1979,,,,,,,,,,university,man,0,tw,taipei,,straight,,,,no,single,forthelulzofit,
21,9,1989,average_build,,doesnt_have,,,,socially,never,,university,woman,168,tw,chen-hsi-li,,straight,,,,no,single,fotzyy2,
20,3,1987,,,,,,,,never,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,foxtrot_themask,
6,5,1975,average_build,,,,vegan,,,never,,,woman,160,tw,taipei,,straight,,other,taurus,no,single,frances56tw,
28,7,1982,fit,,doesnt_have,,,,socially,never,,,man,165,tw,taipei,,straight,,,leo,no,single,frank0728,
1,5,1983,fit,,,,omnivore,,socially,never,,post_grad,man,171,tw,taipei,,straight,,,,no,single,frank98121sea,
7,1,1986,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,fransuzc,
10,7,1991,,,,,omnivore,has_dogs,socially,,,university,woman,150,tw,taipei,monogamous,straight,,,cancer,,single,freakysamyi,
28,8,1990,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,fred79828,
25,8,1986,,,,,,,,,,,man,0,tw,,,straight,,,,,single,freddyf03,
9,4,1993,,,,,,,,never,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,freedomright,
28,10,1966,,,,,,,,never,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,freeheartchrisy,
20,3,1987,average_build,,doesnt_have,wants,vegetarian,,not_at_all,never,working_on,university,woman,163,tw,,,straight,and_its_important,christianity,pisces,no,single,fremalyn,
21,11,1992,thin,,doesnt_have,,,has_dogs,not_at_all,,,,man,178,tw,ta-kang-pu,,straight,and_laughing_about_it,atheism,scorpio,no,single,french06asaurus,
21,10,1983,,,,,omnivore,,,never,,post_grad,man,175,tw,taipei,,straight,,,,,single,frenchtaipei,
16,11,1995,,,,,,,socially,,,university,woman,157,tw,taipei,,straight,,,scorpio,,single,freya_frederica,
12,6,1973,average_build,,,,,,,never,,,woman,160,tw,taipei,monogamous,straight,,christianity,,no,single,frgogo,
26,2,1987,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,funfunday,
10,2,1989,fit,,doesnt_have,,omnivore,,socially,never,working_on,university,man,175,tw,chang-hua,monogamous,straight,and_laughing_about_it,other,aquarius,no,single,funisanart,
13,10,1985,,,,,,,,never,,,woman,0,tw,nan-kan,,straight,,,,,single,funkymango13,
23,11,1987,fit,,,,,,socially,never,working_on,university,man,0,tw,,,straight,,,,no,single,funnyjie,
3,11,1975,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,funtpe,
30,8,1994,,,,,,has_dogs,not_at_all,never,,,woman,0,tw,kou-chien-tzu,,straight,,,,no,single,fuyuintaichung,
17,3,1991,rather_not_say,,doesnt_have,,,,socially,never,dropped_out_of,university,woman,165,tw,taipei,,straight,,other,pisces,no,single,g803172000,
6,6,1979,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,gaelfoster,
28,5,1973,,,,,,,,,,,man,0,tw,tai-chung-shih,,straight,,,,,single,garbartaiwan,
1,7,1990,,,,,,,,,,,man,0,tw,miao-li,,gay,,,,,single,garychen1990,
1,1,1995,,,,,,,,,,,woman,0,tw,chang-hua,,straight,,,,,single,garyteotzehan,
5,2,1980,,has_cats,doesnt_have,might_want,,,socially,never,,university,man,170,tw,sung-shan,,straight,,christianity,aquarius,no,single,gavinjfc,
30,10,1994,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,gbbc35611,
3,7,1992,average_build,,,,,,socially,,,post_grad,man,170,tw,ma-shan,,straight,,,cancer,,single,gcups,
25,10,1984,,,,,,,socially,,,post_grad,woman,173,tw,taipei,,straight,,,scorpio,,single,geetee11,
19,10,1984,,has_cats,doesnt_have,wants,,has_dogs,not_at_all,never,working_on,university,woman,163,tw,tai-chung-shih,,straight,,buddhism,libra,no,single,gemma_zo,
13,12,1983,fit,,,,vegetarian,has_dogs,socially,never,working_on,,woman,158,tw,taipei,,straight,,other,sagittarius,no,open_relationship,gemmabini,
15,8,1977,,has_cats,doesnt_have,might_want,,,socially,never,,post_grad,man,175,tw,hsin-chu,monogamous,straight,and_its_important,buddhism,leo,no,single,geneng15,
11,5,1982,fit,,,might_want,,,socially,never,,two_year_college,man,175,tw,hsi-hu,,straight,,,taurus,sometimes,single,geoff_hsu,
2,2,1970,average_build,,,,,,,,,,man,175,tw,,monogamous,straight,,,,,single,georgeka_taco,
28,4,1983,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,gerlie33,
28,1,1981,,,,,,,,,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,gessyka44,
26,5,1987,average_build,,,,omnivore,,socially,never,,post_grad,man,183,tw,taipei,,straight,,,gemini,no,single,gfd1,
8,8,1986,,,,,,,,never,,,woman,174,tw,taipei,,straight,,,,,single,gg9999asaurus,
30,6,1991,fit,,doesnt_have,,,,,never,working_on,post_grad,man,0,tw,taipei,,straight,,,,no,single,ggg1356114,
8,8,1994,,,,,,,socially,never,,,man,160,tw,taipei,,straight,,,,no,single,ggyy101370373,
11,6,1986,,,,,,,,,,,woman,0,tw,kao-hsiung-ka,,straight,,,,,single,ghenethecat,
30,8,1991,,,,,,,socially,never,,,man,178,tw,taipei,,straight,,,,,single,gianat_91,
2,6,1987,fit,,doesnt_have,,omnivore,,socially,never,,university,man,172,tw,taipei,,straight,,atheism,gemini,no,single,gigaluegy,
27,10,1983,full_figured,,,,,,socially,never,working_on,university,woman,158,tw,taipei,,straight,,,scorpio,no,single,gigi1234tron,
24,6,1985,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,no,single,gillybean28,
15,9,1988,fit,,,,omnivore,,,never,,,woman,0,tw,taipei,,straight,,,virgo,no,single,gina-chang,
1,9,1997,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,ginalan,
27,4,1992,,,,,,,,never,,,woman,0,tw,tan-kou,,straight,,,,,single,ginnychen,
24,6,1966,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,ginwang,
3,8,1975,fit,,,,,,,,,,man,187,tw,nan-tou,,straight,,,,,seeing_someone,giraffesforthewn,
16,8,1986,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,giraffezebra,
12,2,1990,fit,,doesnt_have,,,,socially,never,,university,woman,0,tw,li-minh hsin-tsun,monogamous,straight,,christianity,,no,single,gliu90,
8,8,1988,,,,,vegetarian,,socially,never,,university,man,186,tw,taipei,,straight,,,,no,single,go4itxo,
15,11,1979,,,,,,,,,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,gobugi,
9,8,1981,,,,,,,socially,never,,,woman,168,tw,taipei,,straight,,,,no,single,gogogo911,
17,12,1998,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,gogooothecat,
1,11,1993,thin,,doesnt_have,,,,not_at_all,never,working_on,university,man,180,tw,taipei,,straight,,islam,scorpio,no,single,goh10,
10,1,1978,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,golajane,
24,1,1985,fit,,,,vegetarian,,socially,never,,university,woman,152,tw,tai-chung-shih,,straight,,christianity,capricorn,no,single,goldensmilemania,
24,1,1983,fit,has_cats,,,,has_dogs,often,,,university,woman,172,tw,taipei,,straight,,,,,single,goldmarlboro,
8,5,1990,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,goldn08,
1,11,1970,average_build,,,,omnivore,,socially,never,,university,man,183,tw,taipei,,straight,,,,sometimes,single,goldxman,
12,9,1971,fit,,doesnt_have,,omnivore,,socially,never,,university,man,181,tw,taipei,,straight,but_its_not_important,christianity,virgo,no,single,gombatwombat,
4,9,1986,,,,,,,,,,,man,0,ja,"saka, japan",,straight,,,,,single,gonzalobic,
6,12,1988,curvy,,doesnt_have,might_want,,,,never,,university,woman,158,tw,taipei,,straight,,,,no,single,goodlightbearer,
16,10,1990,,,,,,,socially,never,,university,man,185,tw,taipei,,straight,,christianity,,no,single,goodmode_,
5,5,1987,,,,,,,,,,,woman,0,tw,taipei,,bisexual,,,,,single,goth-head,
14,10,1990,thin,,doesnt_have,,,,,never,,university,man,182,tw,tung-shih,,straight,,,,no,single,goyah,
15,11,1967,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,grace-chen_taco,
5,9,1987,,,,,,,,never,,,woman,0,tw,,,straight,,,,,single,grace51987,
31,12,1984,,,,,,has_dogs,socially,never,,university,woman,0,tw,tai-chung-shih,,straight,,buddhism,,no,single,gracedance,
25,7,1979,,,,,,,socially,never,,,woman,0,tw,tai-chung-shih,,straight,,,,,single,gracelinnn,
31,5,1996,curvy,,,,,,,never,,,woman,158,tw,tai-chung-shih,,straight,,,gemini,,single,gracewithg,
18,10,1974,fit,,doesnt_have,,,,socially,never,working_on,,man,172,tw,taipei,,straight,,,,no,single,graciaswu,
8,10,1987,,,doesnt_have,might_want,,,socially,sometimes,,university,woman,0,tw,taipei,monogamous,gay,,,libra,sometimes,single,gracyshih,
31,12,1961,average_build,,has,doesnt_want,omnivore,,socially,never,,post_grad,man,180,tw,taipei,monogamous,straight,but_its_not_important,atheism,sagittarius,no,single,grandpiano74,
23,12,1980,fit,,,,,,socially,never,working_on,post_grad,man,191,tw,wu-feng,,straight,,,,no,single,grayscalerainbow,
26,8,1995,fit,,,,,,,,,,man,186,tw,chien-cheng,,straight,,,virgo,sometimes,single,greenboy_26,
26,4,1986,average_build,,,,,,,never,,,man,185,tw,taipei,,straight,,,,,single,greg426,
18,4,1984,average_build,has_cats,doesnt_have,,omnivore,,often,never,,university,man,175,tw,hsin-chu,,straight,and_its_important,agnosticism,aries,no,single,gregarious_88,
20,2,1983,a_little_extra,,doesnt_have,,omnivore,has_dogs,often,never,dropped_out_of,university,man,173,tw,taipei,,straight,,,pisces,yes,seeing_someone,greghsu,
7,3,1981,,,,,,,,,,,man,0,tw,,,straight,,,,,single,greglin,
3,12,1992,,,,,,,socially,,,,woman,160,tw,chung-shan,monogamous,straight,,,sagittarius,sometimes,single,grimmychen,
1,2,1975,fit,,,,omnivore,,socially,never,,,man,180,tw,hsia-nei-pu,,straight,,other,aquarius,no,single,groovergiy,
19,7,1983,a_little_extra,,doesnt_have,wants,omnivore,,socially,never,,university,man,171,tw,ma-shan,monogamous,straight,but_its_not_important,christianity,cancer,no,single,gsp1885,
25,4,1973,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,gtm2015,
21,5,1985,,,,,,,,,,,man,0,tw,,,straight,,,,,single,guitoininder,
23,9,1992,,,,,,,,,,,man,0,tw,hsia-nei-pu,,straight,,,,,single,gummypearin,
28,8,1992,,,,,,,,never,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,guo-wei,
21,3,1992,,,,,,,not_at_all,never,,,man,0,tw,hsin-chu,,straight,,,,no,single,guyk08,
30,4,1986,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,gvlion,
1,10,1988,,,doesnt_have,wants,,,,never,,university,woman,156,tw,taipei,,straight,,,,no,single,gwagwameow,
13,6,1982,average_build,,doesnt_have,might_want,omnivore,,often,never,,post_grad,man,168,tw,,monogamous,straight,,,gemini,no,single,h23279,
30,1,1985,average_build,,doesnt_have,,,has_dogs,socially,never,,university,woman,161,tw,chn-wei,monogamous,straight,,catholicism,aquarius,no,single,ha_di_ha,
18,5,1970,,,has,,,,socially,,,post_grad,man,180,tw,tai-chung-shih,,straight,,,,no,single,hagaibarak,
1,7,1985,average_build,,doesnt_have,might_want,,has_dogs,socially,never,,post_grad,woman,170,tw,taipei,,straight,,,cancer,no,single,hahaha12kimo,
12,10,1979,thin,,doesnt_have,might_want,,,socially,never,,,woman,169,tw,taipei,monogamous,straight,,,libra,no,single,hahahahh,
14,6,1988,,,,,,,,,,,man,0,tw,kao-hsiung-ka,,straight,,,,,single,hahahayayasong,
20,12,1980,fit,,,,omnivore,has_dogs,socially,never,,,woman,153,tw,taipei,,straight,,,sagittarius,no,single,hailinghsu,
28,8,1989,,has_cats,,,,,socially,never,,,woman,0,tw,tai-chung-shih,,straight,,,virgo,,single,han280323,
28,12,1988,,has_cats,,,,,socially,never,,university,woman,0,tw,taipei,,straight,,christianity,capricorn,no,single,hana7333,
27,11,1969,average_build,,doesnt_have,wants,omnivore,,often,,,,man,181,tw,taipei,,straight,but_its_not_important,atheism,sagittarius,sometimes,single,handolkim,
1,2,1977,average_build,,doesnt_have,might_want,vegan,,not_at_all,never,,university,man,170,tw,taipei,,straight,,catholicism,aquarius,no,single,handy_stiawan,
23,7,1990,,,,,,,,,,,man,0,tw,hsin-chu,,straight,,,,,single,hani007_taco,
24,2,1994,,,,,,,socially,,,,woman,0,tw,tai-chung-shih,,straight,,,pisces,,single,hanin82223,
19,5,1988,full_figured,,,,,has_dogs,not_at_all,,working_on,,woman,0,tw,,,straight,,,,no,single,hanna0519,
3,10,1985,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,no,single,hannah_raye,
30,9,1992,fit,has_cats,doesnt_have,,,has_dogs,socially,never,,university,woman,169,tw,,,straight,,,libra,no,single,hannahhuang,
30,10,1983,,,,,,,,never,,,woman,0,tw,pu-chien,,straight,,,,,married,hannahliu1030,
15,7,1990,,,,,,,socially,never,working_on,,woman,171,tw,taipei,,straight,,,cancer,no,single,hannahqq,
18,7,1988,,,,,,has_dogs,,,,,woman,0,tw,tai-chung-shih,,straight,,,,no,single,hannahzoo,
14,8,1985,,,,,,,,never,,,woman,0,tw,taipei,,straight,,,,,single,happidaz,
15,5,1992,,has_cats,,,,,,never,,,woman,0,tw,taipei,,straight,,,,no,single,happiness515,
19,9,1993,,,,,,,socially,never,,university,woman,165,tw,kao-hsiung-ka,,straight,,,,no,single,happy85432,
1,1,1988,,,,,,,,,,,man,0,tw,taipei,,straight,,,,,single,happycyclone,
9,11,1965,fit,,,,omnivore,,socially,never,,,man,193,tw,taipei,monogamous,straight,,,scorpio,no,single,happyforever16,
19,3,1976,thin,,,,,,not_at_all,never,,university,man,187,tw,ta-an,,straight,,,cancer,no,single,happymantw,
21,3,1963,average_build,,has,doesnt_want,vegetarian,,socially,never,dropped_out_of,university,man,185,tw,taipei,non_monogamous,straight,but_its_not_important,christianity,cancer,no,single,haribonn,
22,2,1955,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,harrychen35,
15,12,1998,,,,,,,,,,,man,0,tw,ta-hua,,straight,,,,,single,harrylin25,
2,3,1987,,,,,,,,,,,man,0,tw,nan-ping,,straight,,,,,single,harveyheller,
11,8,1980,average_build,has_cats,,,omnivore,has_dogs,socially,never,,two_year_college,woman,164,tw,tai-chung-shih,,straight,,,leo,no,single,hattychen,
15,1,1984,thin,,has,might_want,omnivore,,socially,never,,,man,0,tw,taipei,monogamous,straight,,,aquarius,no,married,hayato0568,
24,8,1993,average_build,,,,,,,never,,,woman,158,tw,taipei,,straight,,,,no,seeing_someone,hayleyism,
7,1,1976,fit,,doesnt_have,might_want,,,socially,never,,university,man,170,tw,taipei,,straight,,,capricorn,no,single,hazel_39,
30,10,1981,,,,,,,,never,,,woman,170,tw,taipei,,straight,,,,no,single,hcyc,
6,3,1980,,,,,,,,,,,woman,0,tw,,,straight,,,,,single,heart06thecat,
29,1,1987,,,,,,,socially,never,,,woman,170,tw,taipei,,straight,,,,no,seeing_someone,heathered85,
12,4,1978,,,doesnt_have,wants,,,not_at_all,never,,post_grad,woman,167,tw,taipei,,straight,,,,no,single,hedylim,
25,2,1993,,,doesnt_have,might_want,omnivore,has_dogs,not_at_all,never,,university,woman,160,tw,shu-wang,monogamous,straight,,christianity,pisces,no,single,heidiliu225,
18,11,1976,,,,,,,not_at_all,never,,,woman,0,tw,taipei,,straight,,,,,single,helen668,
25,7,1986,,,,,,,,,,,woman,0,tw,taipei,,straight,,,,,single,helenkittykitty,
23,7,1981,,,,,,,socially,never,,,woman,161,tw,taipei,,straight,,,,no,single,hello_spriggy,
5,9,1981,,,doesnt_have,,,,socially,never,,,woman,0,tw,taipei,monogamous,straight,,,,no,single,hellofromhsu,
4,3,1995,,,,,,,socially,never,,,woman,0,tw,erh-fen-pu,,straight,,,,no,single,hellolinkinpark,
5,12,1988,fit,,,,,,,never,,post_grad,man,172,tw,nao-liao,,straight,,,sagittarius,no,single,hellotaiwan,
25,10,1985,fit,,doesnt_have,,,,,,,university,woman,152,tw,taipei,monogamous,straight,,,scorpio,no,single,helloting,
15,9,1980,average_build,,doesnt_have,might_want,kosher,,not_at_all,never,working_on,university,man,165,tw,hsia-nan-k'eng,monogamous,straight,,christianity,virgo,no,single,hengpin,
10,4,1984,curvy,,doesnt_have,might_want,omnivore,has_dogs,,never,,university,woman,159,tw,tai-chung-shih,,straight,but_its_not_important,buddhism,aries,no,single,hengyilee,
27,11,1977,curvy,,doesnt_have,wants,omnivore,,not_at_all,never,working_on,university,woman,170,tw,,monogamous,straight,,buddhism,sagittarius,no,single,henhci,
31,8,1984,average_build,,doesnt_have,might_want,omnivore,,socially,never,working_on,post_grad,man,177,tw,taipei,monogamous,straight,,,virgo,no,single,henryting,
21,7,1994,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,henryyyy12,
1,1,1969,fit,,,,,,,never,,,man,180,tw,,,straight,,,,,single,heresiarchus,
25,4,1980,average_build,,doesnt_have,wants,omnivore,,socially,never,,university,man,168,tw,chang-pu-keng,monogamous,bisexual,,catholicism,taurus,no,single,heroesnaruto,
11,12,1992,curvy,,doesnt_have,,,,socially,,,university,woman,0,tw,taipei,monogamous,straight,,,,no,single,heyeileen,
17,2,1992,,,,,,,,never,,,man,0,tw,chuang-ling,,straight,,,,,single,heyhahaha,
1,1,1985,average_build,,,,,has_dogs,socially,,,university,woman,0,tw,taipei,monogamous,straight,,catholicism,sagittarius,no,single,heyheyareyouok,
8,9,1972,average_build,,doesnt_have,wants,omnivore,,socially,never,,post_grad,man,165,tw,ping-ting,monogamous,straight,and_its_important,christianity,virgo,no,single,heym1ng,
1,1,1986,fit,has_cats,,,,,,never,,university,man,179,tw,taipei,,straight,,,,,single,heyyyyyyy1234,
9,10,1997,,,,,,,,,,,man,0,tw,,,straight,,,,,single,hfsay56788,
14,8,1974,average_build,,,doesnt_want,omnivore,,socially,never,working_on,,woman,169,tw,taipei,,straight,,atheism,leo,no,single,hgyichieh,
23,10,1967,thin,,has,,omnivore,,socially,never,,post_grad,woman,157,tw,taipei,,straight,,,libra,no,single,hhchen1023,
7,1,1993,,,,,,,,never,,,man,0,tw,taipei,,straight,,,,,single,hhhh8888x,
1,12,1996,,,,,,,,,,,man,0,tw,kao-hsiung-ka,,gay,,,,,single,hi065,
1,1,1991,,,,,,,,never,,,woman,0,tw,hsin-chu,,straight,,,,no,single,hi_there100,
25,3,1989,,has_cats,,,,,,,,post_grad,woman,0,tw,taipei,,straight,,,,,single,hiclaireyang,
